,reviews_num,breakout_index
0,1,0.42857142857142855
1,0,-0.07142857142857142
2,0,-0.07142857142857142
3,0,-0.07142857142857142
4,0,-0.07142857142857142
5,0,-0.07142857142857142
6,0,-0.07142857142857142
7,0,-0.07142857142857142
8,0,-0.07142857142857142
9,0,-0.07142857142857142
10,0,-0.07142857142857142
11,0,-0.07142857142857142
12,0,-0.07142857142857142
13,0,-0.07142857142857142
14,1,0.9285714285714286
15,0,-0.07142857142857142
16,0,-0.07142857142857142
17,0,-0.07142857142857142
18,0,-0.07142857142857142
19,0,-0.07142857142857142
20,0,-0.07142857142857142
21,0,-0.07142857142857142
22,0,0.0
23,0,0.0
24,0,0.0
25,0,0.0
26,0,0.0
27,0,0.0
28,0,0.0
29,0,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,0,0.0
34,0,0.0
35,0,0.0
36,0,0.0
37,0,0.0
38,0,0.0
39,0,0.0
40,0,0.0
41,0,0.0
42,0,0.0
43,0,0.0
44,0,0.0
45,0,0.0
46,0,0.0
47,0,-0.07142857142857142
48,0,-0.07142857142857142
49,0,-0.07142857142857142
50,0,-0.07142857142857142
51,0,-0.07142857142857142
52,0,-0.07142857142857142
53,1,0.9285714285714286
54,0,-0.07142857142857142
55,0,-0.07142857142857142
56,0,-0.07142857142857142
57,0,-0.07142857142857142
58,0,-0.07142857142857142
59,0,-0.07142857142857142
60,0,-0.07142857142857142
61,0,0.0
62,0,0.0
63,0,0.0
64,0,0.0
65,0,0.0
66,0,0.0
67,0,0.0
68,0,0.0
69,0,0.0
70,0,0.0
71,0,0.0
72,0,0.0
73,0,0.0
74,0,0.0
75,0,0.0
76,0,0.0
77,0,-0.07142857142857142
78,0,-0.07142857142857142
79,0,-0.07142857142857142
80,0,-0.07142857142857142
81,0,-0.07142857142857142
82,0,-0.07142857142857142
83,1,0.9285714285714286
84,0,-0.07142857142857142
85,0,-0.07142857142857142
86,0,-0.07142857142857142
87,0,-0.07142857142857142
88,0,-0.07142857142857142
89,0,-0.07142857142857142
90,0,-0.07142857142857142
91,0,0.0
92,0,0.0
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.0
97,0,0.0
98,0,0.0
99,0,0.0
100,0,0.0
101,0,0.0
102,0,0.0
103,0,0.0
104,0,0.0
105,0,0.0
106,0,0.0
107,0,0.0
108,0,0.0
109,0,0.0
110,0,0.0
111,0,0.0
112,0,0.0
113,0,0.0
114,0,0.0
115,0,0.0
116,0,0.0
117,0,0.0
118,0,0.0
119,0,0.0
120,0,0.0
121,0,0.0
122,0,0.0
123,0,0.0
124,0,0.0
125,0,0.0
126,0,0.0
127,0,0.0
128,0,0.0
129,0,0.0
130,0,0.0
131,0,0.0
132,0,0.0
133,0,0.0
134,0,0.0
135,0,0.0
136,0,0.0
137,0,0.0
138,0,0.0
139,0,0.0
140,0,0.0
141,0,0.0
142,0,0.0
143,0,0.0
144,0,0.0
145,0,0.0
146,0,0.0
147,0,0.0
148,0,0.0
149,0,0.0
150,0,0.0
151,0,0.0
152,0,-0.07142857142857142
153,0,-0.07142857142857142
154,0,-0.07142857142857142
155,0,-0.07142857142857142
156,0,-0.07142857142857142
157,0,-0.07142857142857142
158,1,0.9285714285714286
159,0,-0.07142857142857142
160,0,-0.07142857142857142
161,0,-0.07142857142857142
162,0,-0.14285714285714285
163,0,-0.14285714285714285
164,0,-0.14285714285714285
165,0,-0.14285714285714285
166,0,-0.07142857142857142
167,0,-0.07142857142857142
168,1,0.9285714285714286
169,0,-0.14285714285714285
170,0,-0.14285714285714285
171,0,-0.14285714285714285
172,0,-0.14285714285714285
173,0,-0.14285714285714285
174,0,-0.14285714285714285
175,1,0.8571428571428571
176,0,-0.14285714285714285
177,0,-0.14285714285714285
178,0,-0.14285714285714285
179,0,-0.14285714285714285
180,0,-0.14285714285714285
181,0,-0.14285714285714285
182,1,0.8571428571428571
183,0,-0.07142857142857142
184,0,-0.07142857142857142
185,0,-0.07142857142857142
186,0,-0.07142857142857142
187,0,-0.07142857142857142
188,0,-0.07142857142857142
189,0,-0.07142857142857142
190,0,0.0
191,0,0.0
192,0,0.0
193,0,0.0
194,0,0.0
195,0,0.0
196,0,0.0
197,0,0.0
198,0,0.0
199,0,0.0
200,0,0.0
201,0,0.0
202,0,-0.07142857142857142
203,0,-0.07142857142857142
204,0,-0.07142857142857142
205,0,-0.07142857142857142
206,0,-0.07142857142857142
207,0,-0.07142857142857142
208,1,0.9285714285714286
209,0,-0.07142857142857142
210,0,-0.07142857142857142
211,0,-0.07142857142857142
212,0,-0.07142857142857142
213,0,-0.07142857142857142
214,0,-0.07142857142857142
215,0,-0.07142857142857142
216,0,0.0
217,0,0.0
218,0,0.0
219,0,0.0
220,0,-0.07142857142857142
221,0,-0.07142857142857142
222,0,-0.07142857142857142
223,0,-0.07142857142857142
224,0,-0.07142857142857142
225,0,-0.07142857142857142
226,1,0.9285714285714286
227,0,-0.07142857142857142
228,0,-0.07142857142857142
229,0,-0.07142857142857142
230,0,-0.07142857142857142
231,0,-0.07142857142857142
232,0,-0.07142857142857142
233,0,-0.07142857142857142
234,0,0.0
235,0,-0.07142857142857142
236,0,-0.07142857142857142
237,0,-0.07142857142857142
238,0,-0.07142857142857142
239,0,-0.07142857142857142
240,0,-0.07142857142857142
241,1,0.9285714285714286
242,0,-0.07142857142857142
243,0,-0.07142857142857142
244,0,-0.07142857142857142
245,0,-0.14285714285714285
246,0,-0.14285714285714285
247,0,-0.14285714285714285
248,0,-0.14285714285714285
249,0,-0.07142857142857142
250,0,-0.07142857142857142
251,1,0.9285714285714286
252,0,-0.07142857142857142
253,0,-0.07142857142857142
254,0,-0.07142857142857142
255,0,-0.07142857142857142
256,0,-0.07142857142857142
257,0,-0.07142857142857142
258,0,-0.07142857142857142
259,0,0.0
260,0,0.0
261,0,0.0
262,0,0.0
263,0,-0.07142857142857142
264,0,-0.07142857142857142
265,0,-0.07142857142857142
266,0,-0.07142857142857142
267,0,-0.07142857142857142
268,0,-0.07142857142857142
269,1,0.9285714285714286
270,0,-0.07142857142857142
271,0,-0.14285714285714285
272,0,-0.14285714285714285
273,0,-0.14285714285714285
274,0,-0.14285714285714285
275,0,-0.14285714285714285
276,0,-0.14285714285714285
277,1,0.9285714285714286
278,0,-0.07142857142857142
279,0,-0.07142857142857142
280,0,-0.07142857142857142
281,0,-0.07142857142857142
282,0,-0.07142857142857142
283,0,-0.07142857142857142
284,0,-0.07142857142857142
285,0,0.0
286,0,0.0
287,0,-0.14285714285714285
