feature_word,diff,breakout_freq,no_breakout_freq
中秋,0.4916416614371286,0.5216236722306524,0.029982010793523885
leslie,0.48266753149930985,0.5026555386949925,0.01998800719568259
diss,0.48011784734925356,0.5500758725341426,0.06995802518488907
演唱会,0.47491421687200114,1.2044764795144156,0.7295622626424145
中秋节,0.4742033383915023,0.4742033383915023,0.0
dj,-0.473697192913387,0.44575113808801214,0.9194483310013991
飞车,-0.4704328389309358,0.19916540212443096,0.6695982410553667
林宥嘉,0.4691039700913898,0.5690440060698028,0.09994003597841296
放下,-0.46411265532031315,0.825113808801214,1.2892264641215272
avicii,0.4631894611336384,0.4931714719271623,0.029982010793523885
跳舞,-0.4585147242458774,3.509104704097117,3.9676194283429944
jojo,-0.4568692775230158,0.13277693474962066,0.5896462122726364
吹爆,0.4496258997257185,0.5595599393019728,0.10993403957625424
完整版,0.44891122989332355,0.7587253414264037,0.30981411153308014
粤语,-0.4465700700975469,0.31297420333839154,0.7595442734359384
圣诞,0.4460563419156397,0.6259484066767831,0.17989206476114333
节奏,-0.4423938959841093,1.5364188163884673,1.9788127123725767
中国,0.44094939091173524,2.579666160849772,2.138716769938037
情歌,0.4394271631254934,0.7492412746585736,0.30981411153308014
开车,-0.43637133349732193,0.12329286798179058,0.5596642014791126
害怕,-0.435660455016823,0.8535660091047041,1.2892264641215272
三哥,0.4352471976601596,0.45523520485584223,0.01998800719568259
老弟,0.43249278050771967,0.6923368740515934,0.25984409354387367
bgm,-0.4305610867167105,0.7587253414264037,1.1892864281431141
圣诞快乐,0.4301478293600471,0.5500758725341426,0.11992804317409554
鸽子,0.4252531940623183,0.45523520485584223,0.029982010793523885
激动,0.42168363625223954,0.5216236722306524,0.09994003597841296
歌手,0.41851217039123995,2.9969650986342944,2.5784529282430544
英雄,0.4168894717797546,0.7966616084977238,0.3797721367179692
薛之谦,0.4155643942921046,0.6354324734446131,0.21986807915250847
离开,-0.41170858941387817,4.1255690440060695,4.537277633419948
姐妹,-0.4115929531810505,0.7776934749620636,1.1892864281431141
有时候,-0.4074091963638205,0.1422610015174507,0.5496701978812712
笑死,-0.404453837560893,0.644916540212443,1.049370377773336
身边,-0.4008880711027102,1.5079666160849772,1.9088546871876875
节日快乐,0.3983308042488619,0.3983308042488619,0.0
后知后觉,0.3983308042488619,0.3983308042488619,0.0
意义,-0.39792512959599047,0.15174506828528073,0.5496701978812712
视频,-0.3905888636772414,1.6881638846737481,2.0787527483509893
吴亦,0.38864200447864816,0.5785280728376327,0.1898860683589846
中文,-0.38548570402523286,0.6638846737481032,1.049370377773336
gai,0.38527717967095315,0.45523520485584223,0.06995802518488907
唱歌,0.38037875302132823,1.289833080424886,0.9094543274035579
八级,-0.38028207354798044,0.009484066767830045,0.3897661403158105
试听,0.3778328602231681,0.407814871016692,0.029982010793523885
祖国,0.37630304973313433,0.43626707132018205,0.05996402158704777
恋爱,-0.3742746764687772,2.314112291350531,2.688386967819308
关系,-0.37426709376498524,0.45523520485584223,0.8295022986208275
zh,-0.37283775410019543,0.05690440060698028,0.4297421547071757
接受,-0.3725325502725679,0.23710166919575115,0.609634219468319
公鸡,0.37222355509304433,0.5121396054628224,0.13991605036977814
招黑,0.37120368143302185,0.5311077389984826,0.15990405756546072
阵容,0.36987860394537175,0.36987860394537175,0.0
夺冠,0.36987860394537175,0.36987860394537175,0.0
宠爱,0.3688587302853492,0.3888467374810318,0.01998800719568259
狗粮,0.36477923564525927,0.4647192716236722,0.09994003597841296
账号,-0.3633536873323654,0.06638846737481033,0.4297421547071757
李荣浩,0.3627394883252143,0.5026555386949925,0.13991605036977814
皱眉,-0.3625385466747265,0.23710166919575115,0.5996402158704777
gay,-0.3604987993546816,0.19916540212443096,0.5596642014791126
母猪,0.3603945371775418,0.3603945371775418,0.0
拥抱,0.35896519751275185,0.7587253414264037,0.39976014391365183
顺利,0.350705737407328,0.5405918057663126,0.1898860683589846
父母,-0.35019959192921274,0.37936267071320184,0.7295622626424145
打电话,0.3481560532572717,0.5880121396054627,0.23985608634819108
破万,0.3476461164272605,0.5974962063732929,0.24985008994603236
优秀,-0.34642909246864634,1.052731411229135,1.3991605036977814
条评论,-0.345915364286739,0.11380880121396056,0.45972416550069956
结婚,-0.3436784666681024,1.7450682852807282,2.0887467519488307
抄袭,0.34325762660764686,1.4226100151745067,1.0793523885668599
非主流,-0.3415306658190215,0.21813353566009103,0.5596642014791126
春花,0.3409164668118704,0.3509104704097117,0.009994003597841295
yoga,0.3409164668118704,0.3509104704097117,0.009994003597841295
不知不觉,0.34040652998185916,0.3603945371775418,0.01998800719568259
尊重,0.3402017969794754,0.5500758725341426,0.2098740755546672
remix,0.339792330974708,0.9294385432473444,0.5896462122726364
姆爷,-0.33694123434892026,0.13277693474962066,0.46971816909854086
老薛,0.3363270353417691,0.43626707132018205,0.09994003597841296
语言,-0.3359213606888977,0.11380880121396056,0.44973016190285825
防弹,0.33561236550937423,0.6354324734446131,0.29982010793523883
七夕,0.3343877588469679,0.8440819423368741,0.5096941834899061
熟悉,-0.33317073488835375,0.8061456752655538,1.1393164101539075
ktv,-0.33102672539116895,0.208649468892261,0.5396761942834299
豆芽,0.32837277906397283,0.3983308042488619,0.06995802518488907
选择,-0.3282760995906251,0.9009863429438543,1.2292624425344794
实力,0.3253131580839054,0.45523520485584223,0.12992204677193683
flow,0.3253131580839054,0.45523520485584223,0.12992204677193683
世间,0.3227634739338491,0.5026555386949925,0.17989206476114333
逝者安息,0.3219483332762103,0.3319423368740516,0.009994003597841295
男神,0.3204185227861766,0.3603945371775418,0.03997601439136518
考生,0.3188887122961428,0.3888467374810318,0.06995802518488907
眼泪,-0.31868777064565507,0.3509104704097117,0.6695982410553667
温暖,0.3175598434565967,1.1570561456752655,0.8394963022186688
直播,0.3161342951437029,0.6259484066767831,0.30981411153308014
生病,-0.3156281496655876,0.29400606980273136,0.609634219468319
编曲,0.30634502454824525,0.43626707132018205,0.12992204677193683
vip,0.3062407623711054,0.9958270106221547,0.6895862482510493
jo,-0.30389960257532883,0.07587253414264036,0.3797721367179692
考上,-0.30359439874770133,0.2560698027314112,0.5596642014791126
韩语,-0.30287972891530635,0.05690440060698028,0.35978412952228667
火影,-0.3013499184252726,0.02845220030349014,0.32980211872876275
适合,-0.29910922945473983,0.7302731411229135,1.0293823705776532
劝删,0.2989007051004602,0.3888467374810318,0.08994603238057167
主唱,0.2989007051004602,0.3888467374810318,0.08994603238057167
beat,-0.29818982661996124,0.3414264036418816,0.6396162302618429
重庆,0.2968609577804152,0.4267830045523521,0.12992204677193683
可怜,-0.295640142469905,0.29400606980273136,0.5896462122726364
后悔,-0.29502973481464984,0.6544006069802732,0.949430341794923
背景音乐,-0.29288572531746504,0.05690440060698028,0.34979012592444536
滑稽,-0.29084597799742007,0.01896813353566009,0.30981411153308014
辈子,-0.2894204296845262,0.5500758725341426,0.8394963022186688
平安,0.28941663833263015,0.37936267071320184,0.08994603238057167
法老,0.28788682784259645,0.407814871016692,0.11992804317409554
合唱,0.28635701735256264,0.43626707132018205,0.14991005396761942
魔鬼,-0.2851362020420524,0.2845220030349014,0.5696582050769537
田馥甄,0.2840120662048901,0.29400606980273136,0.009994003597841295
作业,-0.2827912508943799,0.4267830045523521,0.7095742554467319
没关系,-0.2825865178919962,0.23710166919575115,0.5196881870877473
可期,0.28248225571485636,0.3224582701062215,0.03997601439136518
淘汰,0.28197231888484514,0.3319423368740516,0.04997001798920648
焦迈奇,0.2809524452248226,0.3509104704097117,0.06995802518488907
耳朵,-0.28065103274909103,0.7587253414264037,1.0393763741754947
上头,-0.28003683374193994,0.18968133535660092,0.46971816909854086
棉花糖,0.2799325715648001,0.36987860394537175,0.08994603238057167
周深,0.27891269790477763,0.3888467374810318,0.10993403957625424
纯音乐,-0.2764672759318612,0.12329286798179058,0.39976014391365183
网恋,-0.2754474022718387,0.1043247344461305,0.3797721367179692
观光,0.2750379362670713,0.2750379362670713,0.0
lala,0.2740180626070488,0.29400606980273136,0.01998800719568259
xxxtentacion,0.2729981889470264,0.31297420333839154,0.03997601439136518
徐佳莹,0.27248825211701505,0.3224582701062215,0.04997001798920648
skr,0.27248825211701505,0.3224582701062215,0.04997001798920648
沙发,0.27248825211701505,0.3224582701062215,0.04997001798920648
歌声,0.27197831528700384,0.3319423368740516,0.05996402158704777
二次元,-0.27187784446176,0.03793626707132018,0.30981411153308014
替身,-0.2708579708017375,0.01896813353566009,0.2898261043373976
动画,-0.27055276697410996,0.19916540212443096,0.46971816909854086
安利,0.2689186943069363,0.3888467374810318,0.11992804317409554
原创,0.26820402447454134,0.5880121396054627,0.31980811513092144
消息,0.26820402447454134,0.5880121396054627,0.31980811513092144
优越感,-0.26647327233401996,0.12329286798179058,0.3897661403158105
张学友,-0.2659633355040087,0.11380880121396056,0.3797721367179692
下载,-0.26535671920064957,1.4036418816388467,1.6689986008394964
曲子,-0.2651481948463698,0.2845220030349014,0.5496701978812712
安静,-0.2641283211863474,0.2655538694992413,0.5296821906855887
可惜,-0.2640278503611035,0.6354324734446131,0.8994603238057165
幽灵,-0.2623975690458258,0.9768588770864948,1.2392564461323206
可否,-0.2618838408639187,0.03793626707132018,0.29982010793523883
组合,0.2592298945367226,0.5690440060698028,0.30981411153308014
神仙,-0.2567882639157023,0.8725341426403641,1.1293224065560665
妹子,-0.25668400173856226,0.31297420333839154,0.5696582050769537
花粥,0.2563750065590388,0.43626707132018205,0.17989206476114333
劳模,0.2560698027314112,0.2560698027314112,0.0
全世界,0.25586506972902756,0.44575113808801214,0.1898860683589846
记忆,-0.25566412807853983,0.29400606980273136,0.5496701978812712
房东,0.2555598659014,0.2655538694992413,0.009994003597841295
曼巴,0.2550499290713887,0.2750379362670713,0.01998800719568259
初恋,-0.2546442544185174,0.2750379362670713,0.5296821906855887
早安,0.25464046306662136,0.6544006069802732,0.39976014391365183
上线,0.25403005541136625,0.29400606980273136,0.03997601439136518
猛男,-0.25392958458612236,0.07587253414264036,0.32980211872876275
抱歉,-0.25362438075849486,0.2560698027314112,0.5096941834899061
剧情,-0.2531144439284836,0.24658573596358116,0.4997001798920647
保存,-0.25188983726607744,0.03793626707132018,0.2898261043373976
七级,-0.2503600267760436,0.009484066767830045,0.25984409354387367
烟鬼,0.249440623941265,0.37936267071320184,0.12992204677193683
结局,0.2488264249341139,0.9484066767830046,0.6995802518488907
七夕节,0.24658573596358116,0.24658573596358116,0.0
活下去,-0.2459753283083261,0.11380880121396056,0.35978412952228667
陈鸿宇,0.2450559254735474,0.2750379362670713,0.029982010793523885
白色,0.2450559254735474,0.2750379362670713,0.029982010793523885
遗憾,-0.2443488383449444,1.3846737481031868,1.6290225864481311
马丁,0.24403605181352492,0.29400606980273136,0.04997001798920648
毛病,0.24250624132349116,0.3224582701062215,0.07995202878273036
aw,0.24148636766346868,0.3414264036418816,0.09994003597841296
北京,0.24026176100106247,0.5500758725341426,0.30981411153308014
抽烟,-0.23955088252056353,0.1801972685887709,0.4197481511093344
口哨,-0.23955088252056353,0.1801972685887709,0.4197481511093344
自杀,-0.23904094569055231,0.1707132018209408,0.40975414751149314
心疼,0.23832248450626128,0.9578907435508346,0.7195682590445733
北方,-0.23802107203052977,0.15174506828528073,0.3897661403158105
考研,-0.2374106643752747,0.5121396054628224,0.7495502698380971
喝酒,-0.23700119837050726,0.13277693474962066,0.3697781331201279
拒绝,-0.23700119837050726,0.13277693474962066,0.3697781331201279
陈叔,0.23659173236573985,0.24658573596358116,0.009994003597841295
祝福,0.23617847500907643,1.5553869499241273,1.319208474915051
双十,0.23608179553572864,0.2560698027314112,0.01998800719568259
对象,-0.2356761208828573,0.29400606980273136,0.5296821906855887
走心,0.23557185870571742,0.2655538694992413,0.029982010793523885
开心,-0.23471311750127533,14.216616084977238,14.451329202478513
机智,-0.23394157739043975,0.07587253414264036,0.30981411153308014
早点,-0.23394157739043975,0.07587253414264036,0.30981411153308014
等待,0.23383731521329995,0.4836874051593323,0.24985008994603236
肖战,0.2335321113856724,0.30349013657056145,0.06995802518488907
举报,0.23332737838328865,0.4931714719271623,0.25984409354387367
陈粒,0.23281744155327747,0.5026555386949925,0.26983809714171497
学友,-0.23241176690040605,0.04742033383915023,0.2798321007395563
法语,-0.23190183007039478,0.03793626707132018,0.26983809714171497
伍佰,-0.23139189324038353,0.02845220030349014,0.25984409354387367
萨克斯,-0.23139189324038353,0.02845220030349014,0.25984409354387367
设置,-0.22986208275034978,0.0,0.22986208275034978
陪伴,0.22792280625554864,0.407814871016692,0.17989206476114333
笔芯,0.22761760242792112,0.22761760242792112,0.0
十七年,0.22761760242792112,0.22761760242792112,0.0
十五年,0.22761760242792112,0.22761760242792112,0.0
母亲节,0.22761760242792112,0.22761760242792112,0.0
占卜,0.22761760242792112,0.22761760242792112,0.0
有点像,-0.2259873211126435,0.11380880121396056,0.33979612232660406
邓紫棋,0.22588305893550367,0.44575113808801214,0.21986807915250847
小姐,-0.22547738428263225,0.1043247344461305,0.32980211872876275
孤单,0.22537312210549243,0.45523520485584223,0.22986208275034978
胡歌,0.22506791827786485,0.2750379362670713,0.04997001798920648
东方,-0.22241776330256474,0.04742033383915023,0.26983809714171497
床上,-0.22241776330256474,0.04742033383915023,0.26983809714171497
dio,-0.22190782647255347,0.03793626707132018,0.25984409354387367
漫画,-0.22160262264492592,0.21813353566009103,0.43973615830501694
赵雷,0.21996854997775236,0.36987860394537175,0.14991005396761942
slay,0.21813353566009103,0.21813353566009103,0.0
雾都,0.2176235988300798,0.22761760242792112,0.009994003597841295
洗牙,0.2176235988300798,0.22761760242792112,0.009994003597841295
林夕,-0.21752312800483597,0.1422610015174507,0.35978412952228667
ed,0.2174188658276961,0.417298937784522,0.19988007195682592
宝贝,-0.21722171552910435,1.2518968133535662,1.4691185288826705
纪念,0.21711366200006857,0.23710166919575115,0.01998800719568259
英文歌,-0.21670798734719718,0.31297420333839154,0.5296821906855887
推送,0.21660372517005727,0.24658573596358116,0.029982010793523885
马思唯,0.21660372517005727,0.24658573596358116,0.029982010793523885
黄子韬,0.21558385151003484,0.2655538694992413,0.04997001798920648
主题曲,0.21558385151003484,0.2655538694992413,0.04997001798920648
仙剑,0.21558385151003484,0.2655538694992413,0.04997001798920648
lol,-0.21548338068479095,0.1043247344461305,0.31980811513092144
制作,0.21507391468002354,0.2750379362670713,0.05996402158704777
没什么,-0.21446350702476843,0.0853566009104704,0.29982010793523883
舞台,0.21201429369995609,0.3319423368740516,0.11992804317409554
南京,0.21099442003993354,0.3509104704097117,0.13991605036977814
越来越,0.21068542486040995,1.1001517450682852,0.8894663202078753
小哥哥,0.21007501720515484,0.7397572078907435,0.5296821906855887
新专辑,0.20813953206224972,0.21813353566009103,0.009994003597841295
睡不着,-0.2080390612370059,0.15174506828528073,0.35978412952228667
cb,0.20762959523223853,0.22761760242792112,0.01998800719568259
汪苏泷,0.20691492539984357,0.4267830045523521,0.21986807915250847
清明,0.20660972157221597,0.24658573596358116,0.03997601439136518
调皮,-0.20650925074697216,0.12329286798179058,0.32980211872876275
工作,-0.20620404691934463,0.30349013657056145,0.5096941834899061
篮球,0.20609978474220475,0.2560698027314112,0.04997001798920648
玫瑰,-0.20599931391696089,0.11380880121396056,0.31980811513092144
听不懂,-0.20548937708694964,0.1043247344461305,0.30981411153308014
摇滚,0.2043652412497873,0.4742033383915023,0.26983809714171497
蔡徐坤,0.20406003742215972,0.29400606980273136,0.08994603238057167
昨晚,0.20406003742215972,0.29400606980273136,0.08994603238057167
改编,0.2035501005921485,0.30349013657056145,0.09994003597841296
火钳刘明,0.20314063458738105,0.6828528072837632,0.47971217269638217
牛奶,0.2030401637621373,0.31297420333839154,0.10993403957625424
渣男,-0.20263448910926582,0.23710166919575115,0.43973615830501694
盗版,-0.20242975610688213,0.04742033383915023,0.24985008994603236
乐队,0.20191602792497496,0.8915022761760243,0.6895862482510493
主动,-0.2016146154492434,0.21813353566009103,0.4197481511093344
同学,-0.2016146154492434,0.21813353566009103,0.4197481511093344
黄老板,0.20100041644209227,0.3509104704097117,0.14991005396761942
彩虹,0.20100041644209227,0.3509104704097117,0.14991005396761942
九级,-0.2008999456168484,0.01896813353566009,0.21986807915250847
元宵节,0.19916540212443096,0.19916540212443096,0.0
江辰,0.1986554652944197,0.208649468892261,0.009994003597841295
年月日,0.198450732292036,0.3983308042488619,0.19988007195682592
王嘉尔,0.19814552846440847,0.21813353566009103,0.01998800719568259
播放,-0.1980450576391646,0.15174506828528073,0.34979012592444536
热评,-0.197643174338189,1.631259484066768,1.828902658404957
菠萝,0.19508590748434093,0.2750379362670713,0.07995202878273036
打开,-0.19468023283146957,0.2750379362670713,0.46971816909854086
欢喜,0.1945759706543297,0.2845220030349014,0.08994603238057167
剪辑,-0.1939655629990746,0.07587253414264036,0.26983809714171497
收费,0.19375703864479485,1.0432473444613048,0.8494903058165101
武汉,0.19335136399192349,0.4931714719271623,0.29982010793523883
鬼畜,-0.1921305486814133,0.22761760242792112,0.4197481511093344
薛洋,-0.19141587884901834,0.02845220030349014,0.21986807915250847
圣诞礼物,0.18968133535660092,0.18968133535660092,0.0
十六年,0.18968133535660092,0.18968133535660092,0.0
陈立农,0.18968133535660092,0.18968133535660092,0.0
云村,-0.18958086453135703,0.1801972685887709,0.3697781331201279
忘记,-0.18948418505800924,1.479514415781487,1.6689986008394964
艾热,0.18917139852658965,0.19916540212443096,0.009994003597841295
失踪人口,0.18917139852658965,0.19916540212443096,0.009994003597841295
