,center_text,b_size
1723,哥哥,320
1724,哥哥,479
1725,哥哥,1244
1726,哥哥,308
1727,哥哥,261
1728,哥哥,202
1729,哥哥,230
1730,哥哥,203
1731,哥哥,303
1732,哥哥,332
1733,哥哥,321
1734,哥哥,671
1735,哥哥,246
1736,哥哥,418
1737,哥哥,214
1738,哥哥,205
1739,哥哥,204
1740,哥哥,614
1741,哥哥,719
1742,哥哥,920
1743,哥哥,818
1744,哥哥,226
1745,哥哥,942
1746,哥哥,1112
1747,哥哥,405
1748,哥哥,367
1749,哥哥,320
1750,哥哥,693
1751,哥哥,276
1752,哥哥,287
1753,哥哥,234
1754,哥哥,223
1755,哥哥,205
1756,哥哥,635
1757,哥哥,202
1758,哥哥,576
1759,哥哥,442
1760,哥哥,208
1761,哥哥,722
1762,哥哥,211
1763,哥哥,558
1764,哥哥,360
1765,哥哥,206
1766,哥哥,461
1767,哥哥,514
1768,哥哥,361
1769,哥哥,275
1770,哥哥,1259
1771,哥哥,240
1772,哥哥,238
1773,哥哥,564
1774,哥哥,202
1775,哥哥,277
1776,哥哥,205
1777,哥哥,245
1778,哥哥,279
1779,哥哥,265
1780,哥哥,1762
1781,哥哥,323
1782,哥哥,213
1783,哥哥,219
1784,哥哥,354
1785,哥哥,251
1786,哥哥,389
1787,哥哥,204
1788,哥哥,212
1789,薛之谦,301
1790,薛之谦,244
1791,薛之谦,870
1792,薛之谦,325
1793,薛之谦,316
1794,薛之谦,372
1795,薛之谦,286
1796,薛之谦,273
1797,薛之谦,212
1798,薛之谦,883
1799,薛之谦,539
1800,薛之谦,648
1801,薛之谦,329
1802,薛之谦,258
1803,薛之谦,206
1804,薛之谦,386
1805,薛之谦,418
1806,薛之谦,524
1807,薛之谦,311
1808,薛之谦,871
1809,薛之谦,215
1810,薛之谦,290
1811,薛之谦,263
1812,薛之谦,203
1813,薛之谦,428
1814,薛之谦,2403
1815,薛之谦,564
1816,薛之谦,201
1817,薛之谦,280
1818,薛之谦,258
1819,薛之谦,332
1820,薛之谦,868
1821,薛之谦,278
1822,薛之谦,2091
1823,薛之谦,234
1824,薛之谦,342
1825,薛之谦,310
1826,薛之谦,2670
1827,薛之谦,214
1828,薛之谦,304
1829,薛之谦,250
1830,薛之谦,1012
1831,薛之谦,238
1832,薛之谦,209
1833,薛之谦,280
1834,薛之谦,431
1835,薛之谦,877
1836,薛之谦,284
1837,薛之谦,682
1838,薛之谦,400
1839,薛之谦,253
1840,薛之谦,243
1841,薛之谦,330
1842,薛之谦,221
1843,薛之谦,553
1844,薛之谦,617
1845,薛之谦,327
1846,薛之谦,209
1847,薛之谦,318
1848,薛之谦,541
1849,薛之谦,742
1850,薛之谦,432
1851,薛之谦,778
1852,薛之谦,261
1853,薛之谦,249
1854,薛之谦,775
1855,薛之谦,208
1856,薛之谦,1419
1857,薛之谦,948
1858,薛之谦,401
1859,薛之谦,754
1860,薛之谦,670
1861,薛之谦,399
1862,薛之谦,231
1863,薛之谦,306
1864,薛之谦,306
1865,薛之谦,227
1866,薛之谦,376
1867,薛之谦,311
1868,薛之谦,618
1869,薛之谦,208
1870,薛之谦,360
1871,薛之谦,529
1872,薛之谦,210
1873,薛之谦,369
1874,薛之谦,1033
1875,薛之谦,258
1876,薛之谦,269
1877,薛之谦,248
1878,薛之谦,806
1879,薛之谦,1963
1880,薛之谦,883
1881,薛之谦,633
1882,薛之谦,260
1883,薛之谦,274
1884,薛之谦,1304
1885,薛之谦,1028
1886,薛之谦,200
1887,薛之谦,353
1888,薛之谦,809
1889,薛之谦,243
1890,薛之谦,239
1891,薛之谦,397
1892,薛之谦,231
1893,薛之谦,241
1894,薛之谦,252
1895,薛之谦,314
1896,薛之谦,410
1897,薛之谦,202
1898,薛之谦,218
1899,薛之谦,345
1900,薛之谦,283
1901,薛之谦,622
1902,薛之谦,233
1903,薛之谦,1757
1904,薛之谦,1151
1905,薛之谦,750
1906,薛之谦,441
1907,薛之谦,216
1908,薛之谦,232
1909,薛之谦,328
1910,薛之谦,269
1911,薛之谦,486
1912,薛之谦,2333
1913,薛之谦,1559
1914,薛之谦,952
1915,薛之谦,293
1916,薛之谦,216
1917,薛之谦,694
1918,薛之谦,257
1919,薛之谦,203
1920,薛之谦,717
1921,薛之谦,275
1922,薛之谦,275
1923,薛之谦,318
1924,薛之谦,215
1925,薛之谦,824
1926,薛之谦,349
1927,薛之谦,410
1928,薛之谦,518
1929,薛之谦,203
1930,薛之谦,451
1931,薛之谦,362
1932,薛之谦,203
1933,薛之谦,522
1934,薛之谦,224
1935,薛之谦,257
1936,薛之谦,260
1937,薛之谦,485
1938,薛之谦,435
1939,薛之谦,1553
1940,薛之谦,416
1941,薛之谦,340
1942,薛之谦,370
1943,薛之谦,361
1944,薛之谦,220
1945,薛之谦,450
1946,薛之谦,558
1947,薛之谦,810
1948,薛之谦,270
1949,薛之谦,221
1950,薛之谦,350
1951,薛之谦,232
1952,薛之谦,231
1953,薛之谦,1069
1954,薛之谦,285
1955,薛之谦,202
1956,薛之谦,943
1957,薛之谦,227
1958,薛之谦,232
1959,薛之谦,209
1960,薛之谦,328
1961,热搜,284
1962,热搜,354
1963,热搜,505
1964,热搜,230
1965,热搜,253
1966,热搜,444
1967,热搜,534
1968,热搜,830
1969,热搜,3619
1970,热搜,227
1971,热搜,1278
1972,热搜,838
1973,热搜,864
1974,热搜,468
1975,热搜,684
1976,热搜,575
1977,热搜,953
1978,热搜,900
1979,热搜,318
1980,热搜,235
1981,热搜,350
1982,热搜,543
1983,热搜,1337
1984,热搜,632
1985,热搜,325
1986,热搜,1150
1987,热搜,1057
1988,热搜,2670
1989,热搜,472
1990,热搜,214
1991,热搜,520
1992,热搜,252
1993,热搜,783
1994,热搜,913
1995,热搜,227
1996,热搜,271
1997,热搜,311
1998,热搜,617
1999,热搜,412
2000,热搜,293
2001,热搜,273
2002,热搜,1088
2003,热搜,517
2004,热搜,295
2005,热搜,231
2006,热搜,334
2007,热搜,970
2008,热搜,424
2009,热搜,578
2010,热搜,1676
2011,热搜,280
2012,热搜,682
2013,热搜,400
2014,热搜,389
2015,热搜,239
2016,热搜,323
2017,热搜,553
2018,热搜,220
2019,热搜,260
2020,热搜,3718
2021,热搜,2138
2022,热搜,493
2023,热搜,518
2024,热搜,370
2025,热搜,223
2026,热搜,918
2027,热搜,222
2028,热搜,322
2029,热搜,2817
2030,热搜,586
2031,热搜,548
2032,热搜,607
2033,热搜,510
2034,热搜,369
2035,热搜,403
2036,热搜,618
2037,热搜,842
2038,热搜,203
2039,热搜,256
2040,热搜,730
2041,热搜,883
2042,热搜,802
2043,热搜,311
2044,热搜,760
2045,热搜,226
2046,热搜,227
2047,热搜,976
2048,热搜,267
2049,热搜,317
2050,热搜,580
2051,热搜,1113
2052,热搜,262
2053,热搜,1284
2054,热搜,246
2055,热搜,328
2056,热搜,667
2057,热搜,218
2058,热搜,220
2059,热搜,663
2060,热搜,436
2061,热搜,441
2062,热搜,1410
2063,热搜,571
2064,热搜,1298
2065,热搜,474
2066,热搜,288
2067,热搜,249
2068,热搜,1713
2069,热搜,695
2070,热搜,729
2071,热搜,268
2072,热搜,367
2073,热搜,235
2074,热搜,205
2075,热搜,254
2076,热搜,268
2077,热搜,270
2078,热搜,250
2079,热搜,367
2080,热搜,1110
2081,热搜,392
2082,热搜,660
2083,热搜,251
2084,热搜,419
2085,热搜,279
2086,热搜,726
2087,热搜,333
2088,热搜,255
2089,热搜,1065
2090,热搜,241
2091,热搜,320
2092,热搜,370
2093,热搜,294
2094,热搜,473
2095,热搜,1271
2096,热搜,1332
2097,热搜,835
2098,热搜,274
2099,热搜,260
2100,热搜,299
2101,热搜,432
2102,热搜,485
2103,热搜,670
2104,热搜,293
2105,热搜,228
2106,热搜,409
2107,热搜,1072
2108,热搜,1238
2109,热搜,552
2110,热搜,420
2111,热搜,732
2112,热搜,290
2113,热搜,251
2114,热搜,327
2115,热搜,285
2116,热搜,626
2117,热搜,227
2118,热搜,1075
2119,热搜,1126
2120,热搜,407
2121,热搜,211
2122,热搜,289
2123,天堂,1033
2124,天堂,823
2125,天堂,240
2126,天堂,337
2127,天堂,2418
2128,天堂,398
2129,天堂,10020
2130,天堂,709
2131,天堂,1032
2132,天堂,202
2133,天堂,3186
2134,天堂,2404
2135,天堂,238
2136,天堂,3037
2137,天堂,523
2138,天堂,5909
2139,天堂,224
2140,天堂,531
2141,天堂,349
2142,天堂,331
2143,天堂,233
2144,天堂,734
2145,天堂,360
2146,天堂,509
2147,天堂,431
2148,天堂,1316
2149,天堂,214
2150,天堂,2269
2151,天堂,225
2152,天堂,799
2153,天堂,401
2154,天堂,1216
2155,天堂,1506
2156,天堂,366
2157,天堂,280
2158,天堂,1219
2159,天堂,254
2160,天堂,4744
2161,天堂,657
2162,天堂,1185
2163,天堂,5072
2164,天堂,295
2165,天堂,1077
2166,天堂,1081
2167,天堂,1004
2168,天堂,615
2169,天堂,233
2170,天堂,16932
2171,天堂,240
2172,天堂,1925
2173,天堂,286
2174,天堂,1291
2175,天堂,666
2176,天堂,1275
2177,天堂,1519
2178,天堂,592
2179,天堂,295
2180,天堂,696
2181,天堂,2570
2182,天堂,314
2183,天堂,3011
2184,天堂,1079
2185,天堂,359
2186,天堂,3607
2187,天堂,836
2188,天堂,222
2189,天堂,302
2190,天堂,874
2191,天堂,200
2192,天堂,5781
2193,天堂,602
2194,天堂,379
2195,天堂,2523
2196,天堂,463
2197,天堂,1242
2198,天堂,223
2199,天堂,216
2200,天堂,3815
2201,天堂,2260
2202,天堂,961
2203,天堂,1151
2204,天堂,750
2205,天堂,441
2206,天堂,216
2207,天堂,6650
2208,天堂,200
2209,天堂,411
2210,天堂,248
2211,天堂,229
2212,天堂,584
2213,天堂,534
2214,天堂,484
2215,天堂,310
2216,天堂,1362
2217,天堂,29493
2218,天堂,685
2219,天堂,487
2220,天堂,3437
2221,天堂,8119
2222,天堂,12066
2223,天堂,215
2224,天堂,2971
2225,天堂,13373
2226,天堂,9923
2227,天堂,213
2228,天堂,830
2229,天堂,217
2230,天堂,735
2231,天堂,522
2232,天堂,892
2233,天堂,6847
2234,天堂,396
2235,天堂,514
2236,天堂,9775
2237,天堂,275
2238,天堂,2462
2239,天堂,271
2240,天堂,395
2241,天堂,395
2242,天堂,5922
2243,天堂,551
2244,天堂,369
2245,天堂,687
2246,天堂,891
2247,天堂,813
2248,天堂,859
2249,天堂,1078
2250,天堂,1069
2251,天堂,499
2252,天堂,1232
2253,天堂,282
2254,天堂,10813
2255,天堂,2452
2256,天堂,6855
2257,天堂,784
2258,天堂,725
2259,天堂,1388
2260,天堂,562
2261,天堂,462
2262,天堂,583
2263,天堂,230
2264,天堂,564
2265,天堂,519
2266,天堂,434
2267,天堂,449
2268,天堂,2689
2269,天堂,847
2270,天堂,201
2271,天堂,235
2272,天堂,1259
2273,天堂,5696
2274,天堂,1086
2275,天堂,1185
2276,天堂,5180
2277,微博,286
2278,微博,216
2279,微博,302
2280,微博,257
2281,微博,235
2282,微博,382
2283,微博,4510
2284,微博,332
2285,微博,275
2286,微博,208
2287,微博,350
2288,微博,543
2289,微博,410
2290,微博,2403
2291,微博,305
2292,微博,1057
2293,微博,472
2294,微博,282
2295,微博,225
2296,微博,208
2297,微博,296
2298,微博,215
2299,微博,389
2300,微博,293
2301,微博,1088
2302,微博,214
2303,微博,272
2304,微博,209
2305,微博,226
2306,微博,562
2307,微博,330
2308,微博,527
2309,微博,215
2310,微博,564
2311,微博,334
2312,微博,1686
2313,微博,879
2314,微博,1676
2315,微博,212
2316,微博,711
2317,微博,877
2318,微博,209
2319,微博,246
2320,微博,497
2321,微博,203
2322,微博,1241
2323,微博,416
2324,微博,460
2325,微博,518
2326,微博,370
2327,微博,294
2328,微博,327
2329,微博,247
2330,微博,245
2331,微博,918
2332,微博,203
2333,微博,203
2334,微博,233
2335,微博,233
2336,微博,257
2337,微博,247
2338,微博,359
2339,微博,210
2340,微博,775
2341,微博,208
2342,微博,201
2343,微博,208
2344,微博,319
2345,微博,336
2346,微博,419
2347,微博,237
2348,微博,257
2349,微博,542
2350,微博,529
2351,微博,203
2352,微博,1033
2353,微博,201
2354,微博,883
2355,微博,342
2356,微博,251
2357,微博,239
2358,微博,203
2359,微博,286
2360,微博,287
2361,微博,747
2362,微博,203
2363,微博,343
2364,微博,248
2365,微博,232
2366,微博,246
2367,微博,206
2368,微博,665
2369,微博,2272
2370,微博,538
2371,微博,260
2372,微博,663
2373,微博,441
2374,微博,243
2375,微博,358
2376,微博,420
2377,微博,205
2378,微博,315
2379,微博,1713
2380,微博,282
2381,微博,268
2382,微博,332
2383,微博,367
2384,微博,251
2385,微博,317
2386,微博,268
2387,微博,622
2388,微博,321
2389,微博,260
2390,微博,419
2391,微博,206
2392,微博,216
2393,微博,309
2394,微博,317
2395,微博,475
2396,微博,201
2397,微博,226
2398,微博,320
2399,微博,598
2400,微博,253
2401,微博,294
2402,微博,739
2403,微博,221
2404,微博,523
2405,微博,281
2406,微博,371
2407,微博,732
2408,微博,218
2409,微博,374
2410,微博,214
2411,微博,215
2412,微博,560
2413,微博,254
2414,微博,494
2415,微博,1194
2416,微博,227
2417,微博,284
2418,微博,1075
2419,微博,1126
2420,微博,407
2421,微博,415
2422,微博,822
2423,前奏,883
2424,前奏,373
2425,前奏,223
2426,前奏,214
2427,前奏,200
2428,前奏,5123
2429,前奏,4510
2430,前奏,227
2431,前奏,1272
2432,前奏,359
2433,前奏,201
2434,前奏,214
2435,前奏,202
2436,前奏,384
2437,前奏,499
2438,前奏,292
2439,前奏,592
2440,前奏,304
2441,前奏,290
2442,前奏,216
2443,前奏,2760
2444,前奏,273
2445,前奏,234
2446,前奏,388
2447,前奏,379
2448,前奏,248
2449,前奏,290
2450,前奏,249
2451,前奏,287
2452,前奏,465
2453,前奏,562
2454,前奏,294
2455,前奏,485
2456,前奏,1686
2457,前奏,1676
2458,前奏,367
2459,前奏,327
2460,前奏,404
2461,前奏,223
2462,前奏,333
2463,前奏,273
2464,前奏,647
2465,前奏,203
2466,前奏,527
2467,前奏,200
2468,前奏,335
2469,前奏,227
2470,前奏,280
2471,前奏,249
2472,前奏,3326
2473,前奏,340
2474,前奏,277
2475,前奏,1841
2476,前奏,226
2477,前奏,213
2478,前奏,257
2479,前奏,264
2480,前奏,232
2481,前奏,321
2482,前奏,216
2483,前奏,215
2484,前奏,651
2485,前奏,217
2486,前奏,230
2487,前奏,282
2488,前奏,3038
2489,前奏,288
2490,前奏,273
2491,前奏,711
2492,前奏,213
2493,前奏,254
2494,前奏,206
2495,前奏,236
2496,前奏,509
2497,前奏,238
2498,前奏,541
2499,前奏,425
2500,前奏,240
2501,前奏,256
2502,前奏,243
2503,前奏,200
2504,前奏,278
2505,前奏,227
2506,前奏,457
2507,前奏,284
2508,前奏,407
2509,前奏,256
2510,前奏,374
2511,前奏,317
2512,前奏,345
2513,前奏,226
2514,前奏,410
2515,前奏,288
2516,前奏,463
2517,前奏,207
2518,前奏,323
2519,前奏,402
2520,前奏,242
2521,前奏,425
2522,前奏,546
2523,前奏,239
2524,前奏,400
2525,前奏,1256
2526,前奏,739
2527,前奏,210
2528,前奏,261
2529,前奏,395
2530,前奏,1080
2531,前奏,332
2532,前奏,1607
2533,前奏,817
2534,前奏,422
2535,前奏,351
2536,前奏,390
2537,前奏,273
2538,前奏,493
2539,前奏,265
2540,前奏,266
2541,前奏,375
2542,前奏,533
2543,前奏,202
2544,前奏,209
2545,前奏,334
2546,前奏,1148
2547,前奏,223
2548,前奏,488
2549,前奏,291
2550,前奏,215
2551,前奏,586
2552,前奏,242
2553,前奏,209
2554,前奏,204
2555,前奏,204
2556,前奏,266
2557,前奏,371
2558,前奏,200
2559,粉丝,311
2560,粉丝,444
2561,粉丝,221
2562,粉丝,371
2563,粉丝,684
2564,粉丝,4510
2565,粉丝,477
2566,粉丝,206
2567,粉丝,684
2568,粉丝,216
2569,粉丝,306
2570,粉丝,208
2571,粉丝,759
2572,粉丝,759
2573,粉丝,350
2574,粉丝,543
2575,粉丝,317
2576,粉丝,2209
2577,粉丝,297
2578,粉丝,300
2579,粉丝,421
2580,粉丝,460
2581,粉丝,258
2582,粉丝,241
2583,粉丝,1057
2584,粉丝,283
2585,粉丝,223
2586,粉丝,236
2587,粉丝,291
2588,粉丝,474
2589,粉丝,244
2590,粉丝,877
2591,粉丝,243
2592,粉丝,314
2593,粉丝,207
2594,粉丝,249
2595,粉丝,219
2596,粉丝,210
2597,粉丝,224
2598,粉丝,279
2599,粉丝,209
2600,粉丝,231
2601,粉丝,482
2602,粉丝,1976
2603,粉丝,231
2604,粉丝,1523
2605,粉丝,730
2606,粉丝,1963
2607,粉丝,320
2608,粉丝,269
2609,粉丝,317
2610,粉丝,377
2611,粉丝,282
2612,粉丝,761
2613,粉丝,260
2614,粉丝,3815
2615,粉丝,409
2616,粉丝,1298
2617,粉丝,261
2618,粉丝,770
2619,粉丝,609
2620,粉丝,255
2621,粉丝,1713
2622,粉丝,222
2623,粉丝,273
2624,粉丝,288
2625,粉丝,1559
2626,粉丝,367
2627,粉丝,317
2628,粉丝,333
2629,粉丝,277
2630,粉丝,1361
2631,粉丝,210
2632,粉丝,650
2633,粉丝,410
2634,粉丝,210
2635,粉丝,315
2636,粉丝,731
2637,粉丝,268
2638,粉丝,379
2639,粉丝,270
2640,粉丝,10130
2641,粉丝,450
2642,粉丝,261
2643,粉丝,236
2644,粉丝,866
2645,粉丝,250
2646,粉丝,315
2647,粉丝,539
2648,粉丝,451
2649,粉丝,889
2650,粉丝,463
2651,粉丝,253
2652,粉丝,443
2653,粉丝,443
2654,粉丝,717
2655,粉丝,264
2656,粉丝,445
2657,粉丝,234
2658,粉丝,210
2659,粉丝,223
2660,粉丝,224
2661,粉丝,2494
2662,粉丝,785
2663,粉丝,783
2664,粉丝,2752
2665,粉丝,241
2666,粉丝,727
2667,粉丝,337
2668,粉丝,229
2669,粉丝,275
2670,粉丝,211
2671,粉丝,1762
2672,粉丝,773
2673,粉丝,246
2674,粉丝,323
2675,粉丝,307
2676,粉丝,1016
2677,粉丝,490
2678,粉丝,1194
2679,粉丝,799
2680,粉丝,302
2681,粉丝,289
2682,粉丝,426
2683,粉丝,845
2684,粉丝,389
2685,粉丝,204
2686,粉丝,212
2687,粉丝,591
2688,粉丝,840
2689,许嵩,256
2690,许嵩,334
2691,许嵩,231
2692,许嵩,350
2693,许嵩,248
2694,许嵩,224
2695,许嵩,528
2696,许嵩,289
2697,许嵩,213
2698,许嵩,291
2699,许嵩,268
2700,许嵩,277
2701,许嵩,375
2702,许嵩,308
2703,许嵩,214
2704,许嵩,817
2705,许嵩,364
2706,许嵩,215
2707,许嵩,224
2708,许嵩,520
2709,许嵩,243
2710,许嵩,252
2711,许嵩,200
2712,许嵩,783
2713,许嵩,226
2714,许嵩,913
2715,许嵩,261
2716,许嵩,214
2717,许嵩,256
2718,许嵩,227
2719,许嵩,271
2720,许嵩,363
2721,许嵩,210
2722,许嵩,311
2723,许嵩,617
2724,许嵩,582
2725,许嵩,283
2726,许嵩,220
2727,许嵩,209
2728,许嵩,231
2729,许嵩,639
2730,许嵩,264
2731,许嵩,205
2732,许嵩,412
2733,许嵩,613
2734,许嵩,303
2735,许嵩,303
2736,许嵩,226
2737,许嵩,453
2738,许嵩,727
2739,许嵩,436
2740,许嵩,220
2741,许嵩,266
2742,许嵩,231
2743,许嵩,249
2744,许嵩,273
2745,许嵩,286
2746,许嵩,1088
2747,许嵩,719
2748,许嵩,223
2749,许嵩,264
2750,许嵩,341
2751,许嵩,2037
2752,许嵩,517
2753,许嵩,261
2754,许嵩,245
2755,许嵩,475
2756,许嵩,211
2757,许嵩,299
2758,许嵩,877
2759,许嵩,2817
2760,许嵩,270
2761,许嵩,635
2762,许嵩,510
2763,许嵩,319
2764,许嵩,1746
2765,许嵩,950
2766,许嵩,302
2767,许嵩,240
2768,许嵩,239
2769,许嵩,241
2770,许嵩,212
2771,许嵩,1642
2772,许嵩,4108
2773,许嵩,5281
2774,许嵩,7087
2775,许嵩,790
2776,许嵩,212
2777,许嵩,339
2778,许嵩,255
2779,许嵩,370
2780,许嵩,730
2781,许嵩,409
2782,许嵩,372
2783,许嵩,376
2784,许嵩,221
2785,许嵩,211
2786,许嵩,214
2787,许嵩,1331
2788,许嵩,317
2789,许嵩,255
2790,许嵩,639
2791,许嵩,314
2792,许嵩,425
2793,许嵩,240
2794,许嵩,672
2795,许嵩,205
2796,许嵩,229
2797,许嵩,261
2798,许嵩,329
2799,许嵩,235
2800,许嵩,717
2801,许嵩,311
2802,许嵩,287
2803,许嵩,450
2804,许嵩,203
2805,许嵩,216
2806,许嵩,213
2807,许嵩,360
2808,许嵩,610
2809,许嵩,240
2810,许嵩,435
2811,许嵩,302
2812,许嵩,1065
2813,许嵩,316
2814,许嵩,456
2815,许嵩,532
2816,许嵩,594
2817,许嵩,327
2818,北京,240
2819,北京,1863
2820,北京,1060
2821,北京,246
2822,北京,794
2823,北京,384
2824,北京,265
2825,北京,277
2826,北京,469
2827,北京,259
2828,北京,886
2829,北京,407
2830,北京,344
2831,北京,452
2832,北京,452
2833,北京,282
2834,北京,419
2835,北京,537
2836,北京,807
2837,北京,303
2838,北京,226
2839,北京,453
2840,北京,727
2841,北京,436
2842,北京,220
2843,北京,1088
2844,北京,719
2845,北京,369
2846,北京,1012
2847,北京,481
2848,北京,201
2849,北京,324
2850,北京,270
2851,北京,317
2852,北京,232
2853,北京,372
2854,北京,295
2855,北京,224
2856,北京,551
2857,北京,282
2858,北京,541
2859,北京,1883
2860,北京,476
2861,北京,324
2862,北京,201
2863,北京,217
2864,北京,326
2865,北京,486
2866,北京,227
2867,北京,529
2868,北京,603
2869,北京,479
2870,北京,1047
2871,北京,1798
2872,北京,353
2873,北京,360
2874,北京,288
2875,北京,241
2876,北京,288
2877,北京,396
2878,北京,317
2879,北京,376
2880,北京,227
2881,北京,310
2882,北京,217
2883,北京,227
2884,北京,238
2885,北京,204
2886,北京,442
2887,北京,203
2888,北京,273
2889,北京,213
2890,北京,305
2891,北京,305
2892,北京,378
2893,北京,208
2894,北京,319
2895,北京,237
2896,北京,391
2897,北京,227
2898,北京,566
2899,北京,283
2900,北京,352
2901,北京,580
2902,北京,292
2903,北京,484
2904,北京,267
2905,北京,1231
2906,北京,293
2907,北京,326
2908,北京,219
2909,北京,269
2910,北京,489
2911,北京,253
2912,北京,214
2913,北京,509
2914,北京,209
2915,北京,650
2916,北京,277
2917,北京,268
2918,北京,224
2919,北京,1067
2920,北京,206
2921,北京,324
2922,北京,466
2923,北京,467
2924,北京,245
2925,北京,361
2926,北京,315
2927,北京,319
2928,北京,206
2929,北京,283
2930,北京,261
2931,北京,286
2932,北京,484
2933,北京,260
2934,北京,200
2935,北京,210
2936,北京,297
2937,北京,310
2938,北京,323
2939,北京,591
2940,北京,303
2941,北京,306
2942,北京,1324
2943,北京,237
2944,北京,267
2945,北京,652
2946,北京,327
2947,中国,257
2948,中国,293
2949,中国,571
2950,中国,208
2951,中国,216
2952,中国,373
2953,中国,208
2954,中国,223
2955,中国,426
2956,中国,235
2957,中国,2425
2958,中国,222
2959,中国,5199
2960,中国,222
2961,中国,372
2962,中国,301
2963,中国,273
2964,中国,306
2965,中国,269
2966,中国,272
2967,中国,945
2968,中国,590
2969,中国,216
2970,中国,297
2971,中国,389
2972,中国,305
2973,中国,340
2974,中国,516
2975,中国,244
2976,中国,836
2977,中国,314
2978,中国,1009
2979,中国,252
2980,中国,1111
2981,中国,872
2982,中国,426
2983,中国,224
2984,中国,299
2985,中国,236
2986,中国,257
2987,中国,219
2988,中国,443
2989,中国,933
2990,中国,221
2991,中国,2103
2992,中国,426
2993,中国,607
2994,中国,334
2995,中国,528
2996,中国,248
2997,中国,261
2998,中国,616
2999,中国,276
3000,中国,280
3001,中国,615
3002,中国,369
3003,中国,1172
3004,中国,869
3005,中国,206
3006,中国,300
3007,中国,1067
3008,中国,324
3009,中国,214
3010,中国,1451
3011,中国,225
3012,中国,203
3013,中国,609
3014,中国,296
3015,中国,206
3016,中国,349
3017,中国,276
3018,中国,256
3019,中国,242
3020,中国,806
3021,中国,226
3022,中国,276
3023,中国,244
3024,中国,430
3025,中国,214
3026,中国,926
3027,中国,244
3028,中国,403
3029,中国,214
3030,中国,214
3031,中国,226
3032,中国,253
3033,中国,2663
3034,中国,200
3035,中国,261
3036,中国,416
3037,中国,262
3038,中国,375
3039,中国,430
3040,中国,207
3041,中国,205
3042,中国,200
3043,中国,509
3044,中国,489
3045,中国,301
3046,中国,219
3047,中国,4718
3048,中国,206
3049,中国,232
3050,中国,328
3051,中国,446
3052,中国,207
3053,中国,213
3054,中国,274
3055,中国,947
3056,中国,847
3057,中国,659
3058,中国,274
3059,中国,235
3060,中国,200
3061,中国,799
3062,中国,302
3063,中国,241
3064,中国,845
3065,中国,471
3066,中国,781
3067,中国,250
3068,中国,340
3069,结婚,351
3070,结婚,233
3071,结婚,294
3072,结婚,459
3073,结婚,356
3074,结婚,236
3075,结婚,249
3076,结婚,250
3077,结婚,338
3078,结婚,450
3079,结婚,305
3080,结婚,220
3081,结婚,201
3082,结婚,564
3083,结婚,482
3084,结婚,236
3085,结婚,228
3086,结婚,501
3087,结婚,234
3088,结婚,334
3089,结婚,684
3090,结婚,241
3091,结婚,535
3092,结婚,252
3093,结婚,239
3094,结婚,213
3095,结婚,230
3096,结婚,391
3097,结婚,208
3098,结婚,528
3099,结婚,287
3100,结婚,1382
3101,结婚,370
3102,结婚,269
3103,结婚,525
3104,结婚,498
3105,结婚,432
3106,结婚,200
3107,结婚,339
3108,结婚,419
3109,结婚,419
3110,结婚,293
3111,结婚,400
3112,结婚,200
3113,结婚,311
3114,结婚,205
3115,结婚,267
3116,结婚,202
3117,结婚,312
3118,结婚,283
3119,结婚,580
3120,结婚,397
3121,结婚,231
3122,结婚,477
3123,结婚,314
3124,结婚,652
3125,结婚,272
3126,结婚,438
3127,结婚,233
3128,结婚,227
3129,结婚,238
3130,结婚,204
3131,结婚,372
3132,结婚,508
3133,结婚,279
3134,结婚,267
3135,结婚,551
3136,结婚,289
3137,结婚,221
3138,结婚,225
3139,结婚,475
3140,结婚,424
3141,结婚,260
3142,结婚,524
3143,结婚,267
3144,结婚,638
3145,结婚,230
3146,结婚,358
3147,结婚,230
3148,结婚,239
3149,结婚,558
3150,结婚,424
3151,结婚,424
3152,结婚,286
3153,结婚,396
3154,结婚,319
3155,结婚,696
3156,结婚,236
3157,结婚,288
3158,结婚,234
3159,结婚,229
3160,结婚,332
3161,结婚,235
3162,结婚,298
3163,结婚,429
3164,结婚,260
3165,结婚,246
3166,结婚,238
3167,结婚,240
3168,结婚,285
3169,结婚,218
3170,结婚,420
3171,结婚,257
3172,结婚,732
3173,结婚,275
3174,结婚,300
3175,结婚,219
3176,结婚,245
3177,结婚,205
3178,结婚,1273
3179,结婚,967
3180,结婚,236
3181,结婚,221
3182,封面,333
3183,封面,225
3184,封面,495
3185,封面,257
3186,封面,438
3187,封面,238
3188,封面,383
3189,封面,401
3190,封面,1095
3191,封面,1007
3192,封面,643
3193,封面,427
3194,封面,256
3195,封面,376
3196,封面,207
3197,封面,251
3198,封面,363
3199,封面,218
3200,封面,230
3201,封面,219
3202,封面,296
3203,封面,294
3204,封面,459
3205,封面,412
3206,封面,613
3207,封面,216
3208,封面,507
3209,封面,207
3210,封面,535
3211,封面,239
3212,封面,213
3213,封面,391
3214,封面,327
3215,封面,209
3216,封面,202
3217,封面,248
3218,封面,472
3219,封面,211
3220,封面,1336
3221,封面,269
3222,封面,301
3223,封面,225
3224,封面,221
3225,封面,225
3226,封面,227
3227,封面,218
3228,封面,257
3229,封面,436
3230,封面,219
3231,封面,302
